building_type,climate_zone,year_built,weekly_hours,gfa,fifth_percentile,twenty_fifth_percentile,median,mean,seventy_fifth_percentile,ninety_fifth_percentile,climate_zone_description,year_reported,row_count
Manufacturing/industrial,4C,1946-1959,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1946-1959,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1946-1959,All,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,40-48,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,48.01 - 60,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,48.01 - 60,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,48.01 - 60,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,48.01 - 60,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,All,All,27.36,54.1,100.15,151.4375,275.875,316.125,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,1960-1979,Open Continuously,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,Open Continuously,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1960-1979,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,40-48,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,40-48,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,40-48,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,40-48,All,22.925,31.175,74.4,99.88333333333334,135.25,228.8,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,48.01 - 60,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,60.01 - 84,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,84.01-167,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,84.01-167,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,84.01-167,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,"25,000 - 49,999",17.740000000000002,34.25,108.4,128.52857142857144,133.2,353.42999999999984,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,1980-1999,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,"500,000 - 999,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,All,All,19.225,57.574999999999996,115.30000000000001,185.175,290.475,489.925,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,1980-1999,Open Continuously,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,Open Continuously,"500,000 - 999,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,1980-1999,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,40-48,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,40-48,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,All,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,Open Continuously,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2000-2009,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,48.01 - 60,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,48.01 - 60,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,84.01-167,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,84.01-167,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,84.01-167,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,All,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,All,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,2010 and after,All,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,40-48,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,40-48,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,40-48,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,40-48,"25,000 - 49,999",29.65,35.425,39.599999999999994,65.7,91.4,135.25,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,40-48,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,40-48,All,24.65,36.55,42.3,75.88181818181818,85.5,200.6,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,48.01 - 60,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,48.01 - 60,All,16.55,30.700000000000003,59.2,94.41818181818182,100.15,281.1,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,60.01 - 84,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,60.01 - 84,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,84.01-167,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,84.01-167,"25,000 - 49,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,84.01-167,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,84.01-167,All,36.675,63.4,64.1,78.53333333333333,107.775,127.82499999999999,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,All,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,All,"200,000 - 499,999",36.375,53.35,60.349999999999994,76.8125,75.475,159.55499999999995,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,All,"25,000 - 49,999",17.200000000000003,34.3,40.4,98.58461538461539,122.2,263.7599999999996,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,All,"50,000 - 99,999",33.95,66.2,95.5,231.4142857142857,392.85,547.03,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,All,All,"500,000 - 999,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,All,All,19.475,40.35,66.6,132.1025,144.67499999999998,443.85499999999996,Mixed Marine,2023,30-49
Manufacturing/industrial,4C,All,Open Continuously,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,Open Continuously,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,Open Continuously,"200,000 - 499,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,Open Continuously,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,Open Continuously,"500,000 - 999,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,All,Open Continuously,All,84.205,156.35,282.25,283.49,375.04999999999995,527.9949999999999,Mixed Marine,2023,6-29
Manufacturing/industrial,4C,Before 1946,40-48,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,40-48,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,60.01 - 84,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,60.01 - 84,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,84.01-167,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,84.01-167,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,All,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,All,"10,000 - 24,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,All,"100,000 - 199,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,All,"50,000 - 99,999",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,All,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,Open Continuously,"1,000,000+",,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,4C,Before 1946,Open Continuously,All,,,,,,,Mixed Marine,2023,≤5
Manufacturing/industrial,5A,1946-1959,40-48,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,40-48,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,60.01 - 84,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,60.01 - 84,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,60.01 - 84,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,84.01-167,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,All,All,26.995,39.275000000000006,85.30000000000001,87.77142857142857,121.52499999999999,177.49999999999997,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1946-1959,Open Continuously,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1946-1959,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,40-48,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,40-48,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,48.01 - 60,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,48.01 - 60,"50,000 - 99,999",39.975,71.575,117.69999999999999,218.85,138.25,667.65,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,48.01 - 60,All,36.81,56.775,80.9,164.58,138.25,541.6449999999993,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,60.01 - 84,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,60.01 - 84,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,84.01-167,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,84.01-167,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,84.01-167,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,84.01-167,All,43.54,68.8,86.9,89.91111111111111,111.8,140.76,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,All,"100,000 - 199,999",46.504999999999995,78.225,86.25,90.075,97.525,141.885,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,All,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,All,"25,000 - 49,999",45.980000000000004,61.8,77.9,109.71428571428571,105.25,256.82999999999987,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,All,"50,000 - 99,999",34.839999999999996,42.3,75.5,163.26666666666668,137.2,561.8399999999997,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1960-1979,All,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,All,All,37.9,58.75,86.6,137.82903225806453,137.89999999999998,353.55,Cool Humid,2023,30-49
Manufacturing/industrial,5A,1960-1979,Open Continuously,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,Open Continuously,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1960-1979,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,40-48,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,48.01 - 60,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,48.01 - 60,All,28.07,37.35,79.7,116.74285714285715,160.05,294.2299999999999,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,60.01 - 84,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,60.01 - 84,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,60.01 - 84,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,60.01 - 84,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,60.01 - 84,All,49.25,100.75,149.9,225.88571428571427,209.55,609.9199999999996,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,84.01-167,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,84.01-167,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,84.01-167,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,84.01-167,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,84.01-167,All,66.7,108.6,128.3,379.46666666666664,369.5,1192.4799999999998,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,All,"100,000 - 199,999",55.78,63.3,149.9,204.73333333333332,289.4,428.06,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,All,"200,000 - 499,999",26.76,36.85,98.6,255.0125,155.825,987.3149999999993,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,All,"25,000 - 49,999",38.64,49.85,86.2,115.31428571428572,133.85000000000002,264.34999999999985,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,All,"50,000 - 99,999",29.585000000000008,80.75,173.8,337.8625,630.35,814.665,Cool Humid,2023,6-29
Manufacturing/industrial,5A,1980-1999,All,All,27.88,57.075,120.10000000000001,231.025,258.05,799.4449999999999,Cool Humid,2023,30-49
Manufacturing/industrial,5A,1980-1999,Open Continuously,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,Open Continuously,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,Open Continuously,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,1980-1999,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,40-48,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,40-48,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,48.01 - 60,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,48.01 - 60,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,60.01 - 84,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,60.01 - 84,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,84.01-167,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,"100,000 - 199,999",51.74,72.4,81.65,104.6375,120.125,199.29999999999998,Cool Humid,2023,6-29
Manufacturing/industrial,5A,2000-2009,All,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,All,All,43.2,67.6,102.4,144.6904761904762,179.6,405.5,Cool Humid,2023,6-29
Manufacturing/industrial,5A,2000-2009,Fewer than 40,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,Open Continuously,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,Open Continuously,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,Open Continuously,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2000-2009,Open Continuously,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,40-48,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,40-48,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,40-48,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,40-48,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,48.01 - 60,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,48.01 - 60,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,60.01 - 84,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,60.01 - 84,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,84.01-167,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,84.01-167,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,84.01-167,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,All,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,All,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,All,"25,000 - 49,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,All,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,All,All,39.27,56.525,99.6,116.59,131.625,262.52500000000003,Cool Humid,2023,6-29
Manufacturing/industrial,5A,2010 and after,Fewer than 40,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,2010 and after,Fewer than 40,All,,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,"1,000,000+",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,"100,000 - 199,999",40.26,53.25,83.1,76.3,88.15,118.00999999999996,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,40-48,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,"25,000 - 49,999",49.019999999999996,55.35,77.9,109.3,112.80000000000001,254.68999999999988,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,40-48,"50,000 - 99,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,"500,000 - 999,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,40-48,All,27.9,44.1,69.4,84.09615384615384,91.625,224.225,Cool Humid,2023,6-29
Manufacturing/industrial,5A,All,48.01 - 60,"10,000 - 24,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,48.01 - 60,"100,000 - 199,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,48.01 - 60,"200,000 - 499,999",,,,,,,Cool Humid,2023,≤5
Manufacturing/industrial,5A,All,48.01 - 60,"25,000 - 49,999",37.325,45.35,63.65,151.73333333333332,256.54999999999995,369.95,Cool Humid,2023,6-29
